approve,flag,title_ar,title_translit,author_en,author_ar,category_slug,size_mb,year,source_url
x,ok,رسائل الجزائرى - ثلاثون رسالة فى مواضيع دينية وإصلاحية مختلفة - المجموعة الأولى -,rsayl aljzayry thlathwn rsalh fy mwadya dynyh waslahyh mkhtlfh almjmwah alawly,Abu Bakr al-Jaza'iri,أبو بكر جابر الجزائري,new-muslims,13.8,,https://islamhouse.com/ar/books/438835/
x,ok,المجموع المفيد الممتاز من كتب العلامة ابن باز,almjmwa almfyd almmtaz mn ktb alalamh abn baz,Abd al-Aziz ibn Baz,عبد العزيز بن باز,fatwaas-and-prohibited-disliked,0.8,,https://islamhouse.com/ar/books/411810/
x,ok,حكم زيارة أماكن السيرة النبوية,hkm zyarh amakn alsyrh alnbwyh,Sa'd al-Shithri,سعد الشثري,islamic-history,0.4,,https://islamhouse.com/ar/books/388636/
x,ok,مجموعة رسائل علمية,mjmwah rsayl almyh,Muqbil ibn Hadi al-Wadi'i,مقبل بن هادي الوادعي,hadith-studies,5.2,,https://islamhouse.com/ar/books/381134/
x,ok,منهج أهل السنة في توحيد الأمة,mnhj ahl alsnh fy twhyd alamh,Abd al-Razzaq al-Badr,عبد الرزاق بن عبد المحسن البدر,aqeedah,0.8,,https://islamhouse.com/ar/books/344680/
x,ok,رسالة في الحث على اجتماع كلمة المسلمين وذم التفرق والاختلاف,rsalh fy alhth aly ajtmaa klmh almslmyn wdhm altfrq walakhtlaf,Abd al-Rahman al-Sa'di,عبد الرحمن بن ناصر السعدي,deviated-sects-and-bidah,4.2,,https://islamhouse.com/ar/books/343853/
x,ok,تنبيه الرجل العاقل على تمويه الجدل الباطل,tnbyh alrjl alaaql aly tmwyh aljdl albatl,Ibn Taymiyyah,ابن تيمية,aqeedah,9.9,,https://islamhouse.com/ar/books/273059/
x,ok,الرد على المنطقيين,alrd aly almntqyyn,Ibn Taymiyyah,ابن تيمية,deviated-sects-and-bidah,12.2,,https://islamhouse.com/ar/books/273056/
x,ok,مجموع رسائل الشاب الصالح عبد الرحمن بن سعيد بن علي بن وهف القحطاني رحمه الله تعالى,mjmwa rsayl alshab alsalh abd alrhmn bn sayd bn aly bn whf alqhtany rhmh allh taaly,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,spiritual-healing,3.4,,https://islamhouse.com/ar/books/273033/
x,review,مجموعة الحديث للشيخ محمد بن عبد الوهاب,mjmwah alhdyth llshykh mhmd bn abd alwhab,Muhammad ibn Abd al-Wahhab,محمد بن عبد الوهاب,hadith-studies,8.3,,https://islamhouse.com/ar/books/264175/
x,ok,المناظرات الفقهية,almnazrat alfqhyh,Abd al-Rahman al-Sa'di,عبد الرحمن بن ناصر السعدي,islamic-jurisprudence,2.4,,https://islamhouse.com/ar/books/205546/
x,ok,أدب الهاتف,adb alhatf,Bakr Abu Zayd,بكر بن عبد الله أبو زيد,knowledge,0.9,,https://islamhouse.com/ar/books/169016/
x,ok,انتصار الحق,antsar alhq,Abd al-Rahman al-Sa'di,عبد الرحمن بن ناصر السعدي,quran-studies,0.3,,https://islamhouse.com/ar/books/2161/
x,review,الإنصاف فيما قيل في المولد من الغلو والإجحاف,alansaf fyma qyl fy almwld mn alghlw walajhaf,Abu Bakr al-Jaza'iri,أبو بكر جابر الجزائري,new-muslims,0.3,,https://islamhouse.com/ar/books/2698/
x,review,الإسراء والمعراج وذكر أحاديثهما وتخريجها وبيان صحيحها من سقيمها,alasra walmaraj wdhkr ahadythhma wtkhryjha wbyan shyhha mn sqymha,Muhammad Nasir al-Din al-Albani,محمد ناصر الدين الألباني,hadith-studies,1.5,,https://islamhouse.com/ar/books/2083/
x,review,حكم الاحتفال بالمولد النبوي والرد على من أجازه,hkm alahtfal balmwld alnbwy walrd aly mn ajazh,Muhammad ibn Ibrahim Al al-Shaykh,محمد بن إبراهيم آل الشيخ,deviated-sects-and-bidah,6.1,,https://islamhouse.com/ar/books/2835426/
x,ok,مجالس شهر رمضان,mjals shhr rmdan,Muhammad ibn Salih al-Uthaymin,محمد بن صالح العثيمين,islamic-jurisprudence,41.9,,https://islamhouse.com/ar/books/2836649/
x,ok,المفيد في مجالس شهر رمضان,almfyd fy mjals shhr rmdan,Abd al-Aziz ibn Baz,عبد العزيز بن باز,fatwaas-and-prohibited-disliked,39.1,,https://islamhouse.com/ar/books/2822860/
x,ok,دروس في رمضان,drws fy rmdan,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,9.5,,https://islamhouse.com/ar/books/2830680/
x,ok,فضائل رمضان,fdayl rmdan,Abd al-Ghani al-Maqdisi,عبد الغني المقدسي,hadith-studies,1.7,,https://islamhouse.com/ar/books/2823010/
x,ok,فضائل شهر الله المحرم ويوم عاشوراء,fdayl shhr allh almhrm wywm aashwra,Ibn Rajab al-Hanbali,ابن رجب الحنبلي,spiritual-healing,2.3,,https://islamhouse.com/ar/books/2831992/
x,ok,فضل عاشوراء وشهر الله المحرم,fdl aashwra wshhr allh almhrm,Muhammad ibn Salih al-Uthaymin,محمد بن صالح العثيمين,islamic-jurisprudence,1.8,,https://islamhouse.com/ar/books/2831901/
x,ok,جهود الشيخ ابن عثيمين ومنهجه في تقرير توحيد الألوهية,jhwd alshykh abn athymyn wmnhjh fy tqryr twhyd alalwhyh,Salih al-Fawzan,صالح بن فوزان الفوزان,knowledge,1.4,,https://islamhouse.com/ar/books/2829938/
x,ok,لماذا تحزن ؟,lmadha thzn,Ibn Khuzaymah,ابن خزيمة,aqeedah,0.3,,https://islamhouse.com/ar/books/420800/
x,ok,ثمان وعشرون وسيلة لاستغلال الوقت,thman washrwn wsylh lastghlal alwqt,Ibn Khuzaymah,ابن خزيمة,aqeedah,0.3,,https://islamhouse.com/ar/books/420596/
x,ok,شرح صريح السنة للإمام أبي جعفر الطبري,shrh sryh alsnh llamam aby jafr altbry,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,hadith-studies,1.4,,https://islamhouse.com/ar/books/2830756/
x,ok,بذل المساعي في شرح رسالة في اعتقاد الإمام الشافعي,bdhl almsaay fy shrh rsalh fy aatqad alamam alshafay,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,18.9,,https://islamhouse.com/ar/books/2830735/
x,review,شروح رسائل الإمام المجدد محمد بن عبد الوهاب,shrwh rsayl alamam almjdd mhmd bn abd alwhab,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,31,,https://islamhouse.com/ar/books/2830729/
x,ok,شرح أصل السنة واعتقاد الدين للإمامين الرازيين,shrh asl alsnh waatqad aldyn llamamyn alrazyyn,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,hadith-studies,2.2,,https://islamhouse.com/ar/books/2830685/
x,ok,التعليق على مسائل عقدية من مجموع فتاوى شيخ الإسلام ابن تيمية,altalyq aly msayl aqdyh mn mjmwa ftawy shykh alaslam abn tymyh,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,fatwaas-and-prohibited-disliked,7.7,,https://islamhouse.com/ar/books/2830670/
x,ok,الأصول الستة,alaswl alsth,Muhammad ibn Abd al-Wahhab,محمد بن عبد الوهاب,aqeedah,0.3,,https://islamhouse.com/ar/books/2830535/
x,ok,أصول العقائد الدينية,aswl alaqayd aldynyh,Abd al-Rahman al-Sa'di,عبد الرحمن بن ناصر السعدي,quran-studies,0.8,,https://islamhouse.com/ar/books/2830464/
x,ok,الفتوى الحموية الكبرى لشيخ الإسلام ابن تيمية رحمه الله,alftwy alhmwyh alkbry lshykh alaslam abn tymyh rhmh allh,Ibn Taymiyyah,ابن تيمية,fatwaas-and-prohibited-disliked,23.7,,https://islamhouse.com/ar/books/2830076/
x,ok,مكايد الشيطان في مسائل الغيبيات,mkayd alshytan fy msayl alghybyat,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,spiritual-healing,2.6,,https://islamhouse.com/ar/books/2829515/
,possible-dupe,شرح القواعد الأربع,shrh alqwaad alarba,Abd al-Muhsin al-Qasim,عبد المحسن القاسم,spiritual-healing,2.6,,https://islamhouse.com/ar/books/2828940/
x,ok,شرح الأصول الستة,shrh alaswl alsth,Abd al-Razzaq al-Badr,عبد الرزاق بن عبد المحسن البدر,spiritual-healing,10.1,,https://islamhouse.com/ar/books/2828244/
,possible-dupe,شرح القواعد الأربع,shrh alqwaad alarba,Abd al-Aziz ibn Baz,عبد العزيز بن باز,fatwaas-and-prohibited-disliked,0.4,,https://islamhouse.com/ar/books/2802932/
x,review,القواعد الأربع,alqwaad alarba,Muhammad ibn Abd al-Wahhab,محمد بن عبد الوهاب,aqeedah,0.7,,https://islamhouse.com/ar/books/497019/
x,ok,شرح الأصول الستة,shrh alaswl alsth,Salih al-Fawzan,صالح بن فوزان الفوزان,aqeedah,4.5,,https://islamhouse.com/ar/books/314813/
,possible-dupe,عقيدة المسلم في ضوء الكتاب والسنة,aqydh almslm fy dw alktab walsnh,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,aqeedah,20.8,,https://islamhouse.com/ar/books/193635/
x,ok,الوافي في اختصار شرح عقيدة أبي جعفر الطحاوي,alwafy fy akhtsar shrh aqydh aby jafr althawy,Salih Al al-Shaykh,صالح بن عبد العزيز آل الشيخ,aqeedah,5.2,,https://islamhouse.com/ar/books/172706/
x,ok,كمال الأمة في صلاح عقيدتها,kmal alamh fy slah aqydtha,Abu Bakr al-Jaza'iri,أبو بكر جابر الجزائري,new-muslims,0.6,,https://islamhouse.com/ar/books/172271/
x,ok,مختصر العقيدة الإسلامية من الكتاب والسنة الصحيحة,mkhtsr alaqydh alaslamyh mn alktab walsnh alshyhh,Muhammad ibn Jamil Zeno,محمد بن جميل زينو,aqeedah,0.4,,https://islamhouse.com/ar/books/71245/
,possible-dupe,شرح القواعد الأربع,shrh alqwaad alarba,Salih Al al-Shaykh,صالح بن عبد العزيز آل الشيخ,aqeedah,0.3,,https://islamhouse.com/ar/books/2620/
,possible-dupe,شرح القواعد الأربع,shrh alqwaad alarba,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,0.6,,https://islamhouse.com/ar/books/2417/
,possible-dupe,شرح القواعد الأربع,shrh alqwaad alarba,Abd al-Rahman al-Barrak,عبد الرحمن البراك,aqeedah,3.6,,https://islamhouse.com/ar/books/2416/
,possible-dupe,شرح القواعد الأربع,shrh alqwaad alarba,Salih al-Fawzan,صالح بن فوزان الفوزان,aqeedah,2.9,,https://islamhouse.com/ar/books/2403/
x,ok,أعلام السنة المنشورة لاعتقاد الطائفة الناجية المنصورة,aalam alsnh almnshwrh laatqad altayfh alnajyh almnswrh,Hafiz al-Hakami,حافظ بن أحمد الحكمي,hadith-studies,2,,https://islamhouse.com/ar/books/1876/
x,ok,شرح اقتضاء العلم العمل,shrh aqtda alalm alaml,Abd al-Razzaq al-Badr,عبد الرزاق بن عبد المحسن البدر,knowledge,1.8,,https://islamhouse.com/ar/books/2830435/
x,ok,أهمية العلم في محاربة الأفكار الهدامة,ahmyh alalm fy mharbh alafkar alhdamh,Abd al-Aziz ibn Baz,عبد العزيز بن باز,knowledge,0.6,,https://islamhouse.com/ar/books/2827853/
x,ok,مفتاح دار السعادة ومنشور ولاية العلم والإرادة,mftah dar alsaadh wmnshwr wlayh alalm walaradh,Ibn al-Qayyim,ابن قيم الجوزية,knowledge,25.7,,https://islamhouse.com/ar/books/2827758/
x,ok,الطريق إلى النبوغ العلمي,altryq aly alnbwgh alalmy,Salih Al al-Shaykh,صالح بن عبد العزيز آل الشيخ,knowledge,28.3,,https://islamhouse.com/ar/books/2810324/
x,ok,مختصر حلية طالب العلم,mkhtsr hlyh talb alalm,Bakr Abu Zayd,بكر بن عبد الله أبو زيد,knowledge,0.3,,https://islamhouse.com/ar/books/2809826/
x,ok,فضل علم السلف على الخلف,fdl alm alslf aly alkhlf,Ibn Rajab al-Hanbali,ابن رجب الحنبلي,knowledge,1,,https://islamhouse.com/ar/books/468632/
x,ok,ثمرة العلم العمل,thmrh alalm alaml,Abd al-Razzaq al-Badr,عبد الرزاق بن عبد المحسن البدر,knowledge,0.8,,https://islamhouse.com/ar/books/316846/
x,ok,الدلائل القرآنية في أن العلوم والأعمال النافعة العصرية داخلة في الدين الإسلامي,aldlayl alqranyh fy an alalwm walaamal alnafah alasryh dakhlh fy aldyn alaslamy,Abd al-Rahman al-Sa'di,عبد الرحمن بن ناصر السعدي,knowledge,0.2,,https://islamhouse.com/ar/books/2133/
x,ok,آداب طالب العلم,adab talb alalm,Abd al-Muhsin al-Qasim,عبد المحسن القاسم,knowledge,2.4,,https://islamhouse.com/ar/books/2837708/
x,ok,العلماء يحفظون المتون,alalma yhfzwn almtwn,Abd al-Muhsin al-Qasim,عبد المحسن القاسم,knowledge,2.2,,https://islamhouse.com/ar/books/2837701/
x,ok,مسؤولية طالب العلم,mswwlyh talb alalm,Abd al-Aziz ibn Baz,عبد العزيز بن باز,knowledge,1.1,,https://islamhouse.com/ar/books/2828179/
x,ok,التعالم وأثره على الفكر والكتاب,altaalm wathrh aly alfkr walktab,Bakr Abu Zayd,بكر بن عبد الله أبو زيد,knowledge,4.1,,https://islamhouse.com/ar/books/2808060/
x,ok,المنظومة الميمية فى الوصايا والآداب العلمية,almnzwmh almymyh fy alwsaya waladab alalmyh,Hafiz al-Hakami,حافظ بن أحمد الحكمي,knowledge,0.9,,https://islamhouse.com/ar/books/474267/
x,ok,اقتضاء العلم العمل,aqtda alalm alaml,al-Khatib al-Baghdadi,الخطيب البغدادي,knowledge,1.6,,https://islamhouse.com/ar/books/471713/
x,ok,شرح المنظومة الميمية في الوصايا والآداب العلمية,shrh almnzwmh almymyh fy alwsaya waladab alalmyh,Abd al-Razzaq al-Badr,عبد الرزاق بن عبد المحسن البدر,knowledge,9.8,,https://islamhouse.com/ar/books/316841/
x,ok,أربع قواعد تدور الأحكام عليها ويليها نبذة في اتباع النصوص مع احترام العلماء,arba qwaad tdwr alahkam alyha wylyha nbdhh fy atbaa alnsws ma ahtram alalma,Muhammad ibn Abd al-Wahhab,محمد بن عبد الوهاب,knowledge,0.6,,https://islamhouse.com/ar/books/264148/
,possible-dupe,حلية طالب العلم,hlyh talb alalm,Bakr Abu Zayd,بكر بن عبد الله أبو زيد,knowledge,5.2,,https://islamhouse.com/ar/books/233627/
x,ok,الوصايا الجلية للاستفادة من الدروس العلمية,alwsaya aljlyh llastfadh mn aldrws alalmyh,Salih Al al-Shaykh,صالح بن عبد العزيز آل الشيخ,knowledge,4.4,,https://islamhouse.com/ar/books/167478/
x,ok,أخلاق العلماء,akhlaq alalma,al-Ajurri,الآجري,knowledge,1.7,,https://islamhouse.com/ar/books/2453/
x,ok,مؤلفات فضيلة الشيخ الدكتور عبد المحسن بن محمد القاسم وتحقيقاته وشروحه,mwlfat fdylh alshykh aldktwr abd almhsn bn mhmd alqasm wthqyqath wshrwhh,Abd al-Muhsin al-Qasim,عبد المحسن القاسم,knowledge,0.4,,https://islamhouse.com/ar/books/2842722/
x,ok,أسهل طريقة لحفظ المتون العلمية وطلب العلم الشرعي,ashl tryqh lhfz almtwn alalmyh wtlb alalm alshray,Abd al-Muhsin al-Qasim,عبد المحسن القاسم,knowledge,1.9,,https://islamhouse.com/ar/books/2837707/
x,review,متون طالب العلم,mtwn talb alalm,Abd al-Muhsin al-Qasim,عبد المحسن القاسم,knowledge,12.9,,https://islamhouse.com/ar/books/2833476/
x,ok,دليلك إلى أكثر من 350 كتاب مع أجود الطبعات,dlylk aly akthr mn 350 ktab ma ajwd altbaat,Salih al-Fawzan,صالح بن فوزان الفوزان,knowledge,0.5,,https://islamhouse.com/ar/books/385307/
x,ok,النفحات المسكية في التعليق على الفتوى الحموية,alnfhat almskyh fy altalyq aly alftwy alhmwyh,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,5.9,,https://islamhouse.com/ar/books/2830726/
x,ok,الهداية الربانية في شرح العقيدة الطحاوية,alhdayh alrbanyh fy shrh alaqydh althawyh,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,19.1,,https://islamhouse.com/ar/books/2830671/
x,ok,شرح كشف الشبهات,shrh kshf alshbhat,Abd al-Razzaq al-Badr,عبد الرزاق بن عبد المحسن البدر,aqeedah,3.8,,https://islamhouse.com/ar/books/2830258/
x,ok,شرح العقيدة الواسطية,shrh alaqydh alwastyh,Abd al-Muhsin al-Qasim,عبد المحسن القاسم,aqeedah,7.2,,https://islamhouse.com/ar/books/2828964/
,possible-dupe,شرح كتاب التوحيد,shrh ktab altwhyd,Abd al-Muhsin al-Qasim,عبد المحسن القاسم,aqeedah,7.2,,https://islamhouse.com/ar/books/2828961/
x,review,الكافية الشافية في الانتصار للفرقة الناجية,alkafyh alshafyh fy alantsar llfrqh alnajyh,Ibn al-Qayyim,ابن قيم الجوزية,aqeedah,22.4,,https://islamhouse.com/ar/books/2827756/
x,ok,تعليقات سماحة الشيخ ابن باز على الرسالة الحموية الكبرى,talyqat smahh alshykh abn baz aly alrsalh alhmwyh alkbry,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,7.5,,https://islamhouse.com/ar/books/2826051/
x,ok,الكواكب الدرية من تعليقات سماحة الشيخ ابن باز على الفتوى الحموية,alkwakb aldryh mn talyqat smahh alshykh abn baz aly alftwy alhmwyh,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,7.3,,https://islamhouse.com/ar/books/2826043/
,possible-dupe,شرح ثلاثة الأصول,shrh thlathh alaswl,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,2.2,,https://islamhouse.com/ar/books/2816911/
x,ok,شرح العقيدة الواسطية,shrh alaqydh alwastyh,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,4.1,,https://islamhouse.com/ar/books/2816908/
x,ok,مسائل الجاهلية,msayl aljahlyh,Muhammad ibn Abd al-Wahhab,محمد بن عبد الوهاب,aqeedah,0.4,,https://islamhouse.com/ar/books/2814960/
x,ok,شرح العقيدة الواسطية,shrh alaqydh alwastyh,Salih al-Fawzan,صالح بن فوزان الفوزان,aqeedah,1.3,,https://islamhouse.com/ar/books/2814037/
x,ok,القول السديد في شرح كتاب التوحيد الذي هو حق الله على العبيد,alqwl alsdyd fy shrh ktab altwhyd aldhy hw hq allh aly alabyd,Abd al-Rahman al-Sa'di,عبد الرحمن بن ناصر السعدي,aqeedah,4.9,,https://islamhouse.com/ar/books/2813583/
x,ok,التعليقات البازية على شرح الطحاوية,altalyqat albazyh aly shrh althawyh,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,24,,https://islamhouse.com/ar/books/2803258/
x,ok,التعليق على الفتوى الحموية,altalyq aly alftwy alhmwyh,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,6.9,,https://islamhouse.com/ar/books/2803257/
x,ok,شرح الأصول الثلاثة,shrh alaswl althlathh,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,1.3,,https://islamhouse.com/ar/books/2802935/
x,ok,شرح كشف الشبهات,shrh kshf alshbhat,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,1.7,,https://islamhouse.com/ar/books/2802929/
x,ok,شرح العقيدة الواسطية,shrh alaqydh alwastyh,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,2.1,,https://islamhouse.com/ar/books/2802928/
x,ok,فوائد من شرح تيسير العزيز الحميد في شرح كتاب التوحيد,fwayd mn shrh tysyr alazyz alhmyd fy shrh ktab altwhyd,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,18.1,,https://islamhouse.com/ar/books/2800966/
x,ok,فوائد من شرح كتاب التوحيد,fwayd mn shrh ktab altwhyd,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,3.7,,https://islamhouse.com/ar/books/2800965/
x,ok,العقيدة الطحاوية شرح وتعليق,alaqydh althawyh shrh wtalyq,Muhammad Nasir al-Din al-Albani,محمد ناصر الدين الألباني,aqeedah,1.3,,https://islamhouse.com/ar/books/322227/
x,ok,تعليقات الشيخ ابن باز على متن العقيدة الطحاوية,talyqat alshykh abn baz aly mtn alaqydh althawyh,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,0.2,,https://islamhouse.com/ar/books/322226/
x,ok,شرح الرسالة التدمرية [ البراك ],shrh alrsalh altdmryh albrak,Abd al-Rahman al-Barrak,عبد الرحمن البراك,aqeedah,2.4,,https://islamhouse.com/ar/books/322216/
x,ok,شرح الفتوى الحموية الكبرى [ صالح آل الشيخ ],shrh alftwy alhmwyh alkbry salh al alshykh,Salih Al al-Shaykh,صالح بن عبد العزيز آل الشيخ,aqeedah,1.4,,https://islamhouse.com/ar/books/322206/
x,ok,شرح كشف الشبهات [ البراك ],shrh kshf alshbhat albrak,Abd al-Rahman al-Barrak,عبد الرحمن البراك,aqeedah,12.4,,https://islamhouse.com/ar/books/322167/
x,review,شرح لمعة الاعتقاد [ صالح آل الشيخ ],shrh lmah alaatqad salh al alshykh,Salih Al al-Shaykh,صالح بن عبد العزيز آل الشيخ,aqeedah,4.8,,https://islamhouse.com/ar/books/313434/
x,ok,توضيح مقاصد العقيدة الواسطية,twdyh mqasd alaqydh alwastyh,Abd al-Rahman al-Barrak,عبد الرحمن البراك,aqeedah,3.8,,https://islamhouse.com/ar/books/311363/
x,ok,شرح كشف الشبهات,shrh kshf alshbhat,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,aqeedah,1.1,,https://islamhouse.com/ar/books/305090/
x,ok,شرح كشف الشبهات,shrh kshf alshbhat,Salih Al al-Shaykh,صالح بن عبد العزيز آل الشيخ,aqeedah,0.2,,https://islamhouse.com/ar/books/305089/
x,ok,شرح كشف الشبهات,shrh kshf alshbhat,Salih al-Fawzan,صالح بن فوزان الفوزان,aqeedah,0.7,,https://islamhouse.com/ar/books/305087/
x,ok,تيسير العزيز الحميد في شرح كتاب التوحيد الذي هو حق الله على العبيد,tysyr alazyz alhmyd fy shrh ktab altwhyd aldhy hw hq allh aly alabyd,Muhammad ibn Abd al-Wahhab,محمد بن عبد الوهاب,aqeedah,2.7,,https://islamhouse.com/ar/books/292978/
,possible-dupe,شرح ثلاثة الأصول,shrh thlathh alaswl,Salih Al al-Shaykh,صالح بن عبد العزيز آل الشيخ,aqeedah,1,,https://islamhouse.com/ar/books/285590/
x,ok,جواب الاعتراضات المصرية على الفتيا الحموية,jwab alaatradat almsryh aly alftya alhmwyh,Ibn Taymiyyah,ابن تيمية,aqeedah,3,,https://islamhouse.com/ar/books/273064/
x,ok,شرح لمعة الاعتقاد,shrh lmah alaatqad,Salih al-Fawzan,صالح بن فوزان الفوزان,aqeedah,4.7,,https://islamhouse.com/ar/books/205556/
x,review,إعانة المستفيد بشرح كتاب التوحيد الذي هو حق الله على العبيد,aaanh almstfyd bshrh ktab altwhyd aldhy hw hq allh aly alabyd,Salih al-Fawzan,صالح بن فوزان الفوزان,aqeedah,7.3,,https://islamhouse.com/ar/books/205555/
x,ok,شرح العقيدة الطحاوية,shrh alaqydh althawyh,Abd al-Rahman al-Barrak,عبد الرحمن البراك,aqeedah,9.8,,https://islamhouse.com/ar/books/205049/
x,ok,شرح كتاب كشف الشبهات,shrh ktab kshf alshbhat,Muhammad ibn Ibrahim Al al-Shaykh,محمد بن إبراهيم آل الشيخ,aqeedah,5.4,,https://islamhouse.com/ar/books/203416/
x,ok,شرح العقيدة الواسطية,shrh alaqydh alwastyh,Muhammad ibn Ibrahim Al al-Shaykh,محمد بن إبراهيم آل الشيخ,aqeedah,16.8,,https://islamhouse.com/ar/books/203415/
x,ok,شرح العقيدة الواسطية في ضوء الكتاب والسنة,shrh alaqydh alwastyh fy dw alktab walsnh,Sa'id ibn Ali al-Qahtani,سعيد بن علي بن وهف القحطاني,aqeedah,0.8,,https://islamhouse.com/ar/books/193641/
x,ok,المسائل التي خالف فيها رسول الله صلى الله عليه وسلم أهل الجاهلية,almsayl alty khalf fyha rswl allh sly allh alyh wslm ahl aljahlyh,Muhammad ibn Abd al-Wahhab,محمد بن عبد الوهاب,aqeedah,4.1,,https://islamhouse.com/ar/books/144964/
x,review,القول السديد في مقاصد التوحيد [ شرح كتاب التوحيد ],alqwl alsdyd fy mqasd altwhyd shrh ktab altwhyd,Abd al-Rahman al-Sa'di,عبد الرحمن بن ناصر السعدي,aqeedah,5,,https://islamhouse.com/ar/books/116949/
x,ok,لمعة الاعتقاد الهادي إلى سبيل الرشاد,lmah alaatqad alhady aly sbyl alrshad,Ibn Qudamah al-Maqdisi,ابن قدامة المقدسي,aqeedah,0.2,,https://islamhouse.com/ar/books/111041/
x,ok,التنبيهات اللطيفة فيما احتوت عليه الواسطية من المباحث المنيفة,altnbyhat alltyfh fyma ahtwt alyh alwastyh mn almbahth almnyfh,Abd al-Rahman al-Sa'di,عبد الرحمن بن ناصر السعدي,aqeedah,5.2,,https://islamhouse.com/ar/books/107037/
x,ok,شرح العقيدة الطحاوية,shrh alaqydh althawyh,Ibn Abi al-Izz al-Hanafi,ابن أبي العز الحنفي,aqeedah,9.4,,https://islamhouse.com/ar/books/75916/
x,ok,فتح المجيد في شرح كتاب التوحيد الذي هو حق الله على العبيد,fth almjyd fy shrh ktab altwhyd aldhy hw hq allh aly alabyd,Abd al-Rahman ibn Hasan Al al-Shaykh,عبد الرحمن بن حسن آل الشيخ,aqeedah,12.2,,https://islamhouse.com/ar/books/2426/
x,review,التمهيد لشرح كتاب التوحيد الذي هو حق الله على العبيد,altmhyd lshrh ktab altwhyd aldhy hw hq allh aly alabyd,Salih Al al-Shaykh,صالح بن عبد العزيز آل الشيخ,aqeedah,11.5,,https://islamhouse.com/ar/books/2415/
x,ok,تيسير الوصول إلى ثلاثة الأصول,tysyr alwswl aly thlathh alaswl,Abd al-Muhsin al-Qasim,عبد المحسن القاسم,aqeedah,4.6,,https://islamhouse.com/ar/books/2395/
,possible-dupe,شرح ثلاثة الأصول,shrh thlathh alaswl,Abd al-Rahman al-Barrak,عبد الرحمن البراك,aqeedah,7.8,,https://islamhouse.com/ar/books/2394/
x,ok,حصول المأمول بشرح ثلاثة الأصول,hswl almamwl bshrh thlathh alaswl,Salih al-Fawzan,صالح بن فوزان الفوزان,aqeedah,2.5,,https://islamhouse.com/ar/books/2383/
,possible-dupe,شرح ثلاثة الأصول,shrh thlathh alaswl,Abd al-Aziz ibn Baz,عبد العزيز بن باز,aqeedah,2,,https://islamhouse.com/ar/books/2380/
x,ok,التعليقات المختصرة على متن الطحاوية,altalyqat almkhtsrh aly mtn althawyh,Salih al-Fawzan,صالح بن فوزان الفوزان,aqeedah,3.7,,https://islamhouse.com/ar/books/1906/
x,ok,العقيدة الطحاوية,alaqydh althawyh,al-Tahawi,الطحاوي,aqeedah,0.3,,https://islamhouse.com/ar/books/1899/
,blocklist,العقيدة الواسطية,alaqydh alwastyh,Ibn Taymiyyah,ابن تيمية,aqeedah,0.8,,https://islamhouse.com/ar/books/1880/
x,review,كشف الشبهات,kshf alshbhat,Muhammad ibn Abd al-Wahhab,محمد بن عبد الوهاب,aqeedah,17.1,,https://islamhouse.com/ar/books/1875/
x,review,عمدة الأحكام من كلام خير الأنام,amdh alahkam mn klam khyr alanam,Abd al-Ghani al-Maqdisi,عبد الغني المقدسي,hadith-studies,3,,https://islamhouse.com/ar/books/2832683/
x,review,الإفهام في شرح بلوغ المرام من أدلة الأحكام,alafham fy shrh blwgh almram mn adlh alahkam,Abd al-Aziz al-Rajihi,عبد العزيز الراجحي,hadith-studies,8.4,,https://islamhouse.com/ar/books/2830728/
